modell,eset,futas_par,spearman,top5_atfedes,top1_egyezes
logreg,812,1-2,0.9473684210526316,0.8,1
logreg,830,0-1,0.9333333333333333,1.0,1
logreg,830,0-2,0.9228070175438597,0.8,1
logreg,830,1-2,0.8894736842105263,0.8,1
logreg,845,0-1,0.7473684210526316,0.8,1
logreg,845,0-2,0.7140350877192982,0.6,1
logreg,845,1-2,0.7315789473684211,0.6,1
logreg,847,0-1,0.9035087719298246,1.0,1
logreg,847,0-2,0.9122807017543859,0.8,1
logreg,847,1-2,0.9017543859649122,0.8,1
logreg,848,0-1,0.6421052631578947,0.8,1
logreg,848,0-2,0.6543859649122807,0.8,1
logreg,848,1-2,0.6280701754385966,0.8,1
logreg,850,0-1,0.7280701754385965,0.8,0
logreg,850,0-2,0.756140350877193,1.0,0
logreg,850,1-2,0.8105263157894737,0.8,1
logreg,860,0-1,0.9263157894736841,0.8,1
logreg,860,0-2,0.9421052631578948,0.8,1
logreg,860,1-2,0.9491228070175438,1.0,1
logreg,864,0-1,0.8017543859649122,0.6,1
logreg,864,0-2,0.8543859649122807,0.8,1
logreg,864,1-2,0.8842105263157896,0.8,1
logreg,869,0-1,0.9035087719298246,0.8,1
logreg,869,0-2,0.8964912280701753,0.8,1
logreg,869,1-2,0.9298245614035087,0.6,1
logreg,872,0-1,0.9350877192982456,1.0,1
logreg,872,0-2,0.9105263157894736,0.8,1
logreg,872,1-2,0.9385964912280702,0.8,1
logreg,874,0-1,0.9070175438596491,0.8,1
logreg,874,0-2,0.9070175438596491,0.8,1
logreg,874,1-2,0.9157894736842105,0.8,1
logreg,875,0-1,0.7964912280701755,0.8,1
logreg,875,0-2,0.6631578947368422,0.8,1
logreg,875,1-2,0.8421052631578947,0.8,1
logreg,878,0-1,0.8912280701754386,0.8,1
logreg,878,0-2,0.9368421052631579,0.8,1
logreg,878,1-2,0.8684210526315789,0.8,1
logreg,880,0-1,0.8929824561403509,0.8,1
logreg,880,0-2,0.7614035087719299,1.0,1
logreg,880,1-2,0.9122807017543859,0.8,1
logreg,886,0-1,0.8456140350877193,0.8,0
logreg,886,0-2,0.7754385964912281,0.6,1
logreg,886,1-2,0.882456140350877,0.6,0
logreg,889,0-1,0.9210526315789472,0.8,1
logreg,889,0-2,0.8403508771929825,1.0,1
logreg,889,1-2,0.8473684210526315,0.8,1
logreg,896,0-1,0.9070175438596491,0.8,1
logreg,896,0-2,0.9105263157894736,0.8,1
logreg,896,1-2,0.956140350877193,0.8,1
logreg,900,0-1,0.8122807017543859,1.0,1
logreg,900,0-2,0.7508771929824561,1.0,1
logreg,900,1-2,0.7210526315789473,1.0,1
logreg,904,0-1,0.47017543859649114,0.6,1
logreg,904,0-2,0.5350877192982456,0.6,1
logreg,904,1-2,0.7982456140350876,1.0,1
logreg,908,0-1,0.943859649122807,1.0,1
logreg,908,0-2,0.9210526315789472,1.0,1
